"geneid","gene_index","padj","SYMBOL"
"ENSG00000220745",21267,3.20069322070452e-10,"RP1-101K10.4"
"ENSG00000169045",18423,3.20994894738378e-10,"HNRNPH1"
"ENSG00000187535",46620,3.21538985513992e-10,"IFT140"
"ENSG00000263219",49216,3.23939111726281e-10,"RYKP1"
"ENSG00000165416",41294,3.24274978652601e-10,"SUGT1"
"ENSG00000087053",34416,3.25532962708962e-10,"MTMR2"
"ENSG00000254319",27070,3.26234826964691e-10,"RP11-134O21.1"
"ENSG00000272606",6385,3.26234826964691e-10,"RP11-554J4.1"
"ENSG00000254748",34210,3.26247925293909e-10,"HNRNPCP8"
"ENSG00000272735",6674,3.26876721669599e-10,"RP11-467P9.1"
"ENSG00000213111",20995,3.29234552409436e-10,"COX5BP2"
"ENSG00000135111",40050,3.29381490212139e-10,"TBX3"
"ENSG00000285859",35612,3.31965798862645e-10,NA
"ENSG00000250725",15191,3.33368361634709e-10,"RP11-511B7.1"
"ENSG00000287669",10881,3.35443966994554e-10,NA
"ENSG00000231108",29629,3.35824411010902e-10,"PRELID3BP11"
"ENSG00000035687",5317,3.37868569907884e-10,"ADSS"
"ENSG00000188800",1297,3.39317056450035e-10,"TMCO2"
"ENSG00000155096",28866,3.39766752782694e-10,"AZIN1"
"ENSG00000197467",36312,3.39766752782694e-10,"COL13A1"
"ENSG00000132842",16703,3.39910188896825e-10,"AP3B1"
"ENSG00000227857",1508,3.41675130822045e-10,"RP4-533D7.5"
"ENSG00000265719",37271,3.41675130822045e-10,"MIR4681"
"ENSG00000228348",1145,3.46346248510088e-10,"EFCAB14P1"
"ENSG00000236676",2126,3.48519163970929e-10,"RP5-837I24.4"
"ENSG00000165509",26689,3.49353364527373e-10,"MAGEC3"
"ENSG00000200138",47413,3.50159918753968e-10,"RNY1P10"
"ENSG00000084764",5905,3.50180967424669e-10,"MAPRE3"
"ENSG00000228740",44577,3.51270494833557e-10,"GABRG3-AS1"
"ENSG00000273062",4042,3.51876365939289e-10,"RP11-428K3.1"
"ENSG00000264519",33472,3.55325676286061e-10,"RN7SL596P"
"ENSG00000275558",29386,3.59188008509363e-10,"RN7SKP175"
"ENSG00000273961",22036,3.64477907342208e-10,"HOXA11-AS1_1"
"ENSG00000207049",9522,3.6762096265542e-10,"Y_RNA"
"ENSG00000137077",30010,3.68960901724395e-10,"CCL21"
"ENSG00000223403",43909,3.68960901724395e-10,"MEG9"
"ENSG00000143401",3116,3.69981108211289e-10,"ANP32E"
"ENSG00000135763",5039,3.72335724417569e-10,"URB2"
"ENSG00000271662",12760,3.75300263707321e-10,"RP11-141C7.3"
"ENSG00000201608",3642,3.81192894643524e-10,"RNU4-42P"
"ENSG00000218728",26442,3.83169246079487e-10,"KRT18P44"
"ENSG00000135506",39067,3.83893483415891e-10,"OS9"
"ENSG00000228876",5727,3.85206199269017e-10,"AC010745.2"
"ENSG00000256513",38262,3.86440235328317e-10,"RP11-977P2.1"
"ENSG00000223740",22572,3.8700446171194e-10,"RP11-760D2.4"
"ENSG00000236487",24897,3.89141416037159e-10,"RP11-753E22.2"
"ENSG00000132837",16716,3.91185924780937e-10,"DMGDH"
"ENSG00000212534",8874,3.91377266354193e-10,"SNORD70"
"ENSG00000260253",27679,3.92950069334482e-10,"RP4-676L2.1"
"ENSG00000223746",35930,3.93990798931755e-10,"TCEB1P30"
"ENSG00000254581",27368,3.97689034912552e-10,"RP11-303G3.10"
"ENSG00000225710",568,3.98999861812865e-10,"RP5-875O13.6"
"ENSG00000167332",32079,3.99181642220134e-10,"OR51E2"
"ENSG00000287215",25369,3.99222354025567e-10,NA
"ENSG00000272128",27823,4.00577800552188e-10,"KB-1836B5.4"
"ENSG00000252655",43559,4.01384329155115e-10,"Y_RNA"
"ENSG00000260642",44718,4.02514474419639e-10,"RP11-717I24.1"
"ENSG00000233902",19331,4.04221149746594e-10,"XXbac-BPG181B23.6"
"ENSG00000267394",50838,4.0861962551481e-10,"CTB-175E5.7"
"ENSG00000285130",30467,4.11600111196788e-10,NA
"ENSG00000201370",15815,4.12686297889562e-10,"Y_RNA"
"ENSG00000238222",25076,4.17403989868089e-10,"MKRN4P"
"ENSG00000237636",40630,4.19508923631024e-10,"ANKRD26P3"
"ENSG00000134996",30541,4.21833890340619e-10,"OSTF1"
"ENSG00000272139",17270,4.23332084196375e-10,"CTD-2544H17.2"
"ENSG00000081320",8741,4.28321730106496e-10,"STK17B"
"ENSG00000260460",3481,4.28749987455675e-10,"RP11-284F21.8"
"ENSG00000281450",19611,4.28749987455675e-10,"PANDAR"
"ENSG00000133962",43600,4.30911536577509e-10,"CATSPERB"
"ENSG00000286450",32886,4.30911536577509e-10,NA
"ENSG00000164744",22435,4.33081937307446e-10,"SUN3"
"ENSG00000228564",22715,4.33948504041036e-10,"LINC01005"
"ENSG00000260475",36926,4.37236493157418e-10,"RP11-85A1.3"
"ENSG00000132549",28773,4.37684369225253e-10,"VPS13B"
"ENSG00000287349",15381,4.38143121329763e-10,NA
"ENSG00000005436",6794,4.3843631936418e-10,"GCFC2"
"ENSG00000260595",32998,4.3910957218223e-10,"OR4C49P"
"ENSG00000279111",3561,4.40734670245914e-10,"OR10X1"
"ENSG00000200331",16707,4.41187946894628e-10,"RNU6-183P"
"ENSG00000233946",4000,4.41187946894628e-10,"RP5-1114G22.1"
"ENSG00000258235",39351,4.42634108526318e-10,"RP11-12K6.2"
"ENSG00000088538",10586,4.42862651596884e-10,"DOCK3"
"ENSG00000282882",49495,4.43106840834884e-10,"RP11-477N12.6"
"ENSG00000259928",50171,4.44371642765056e-10,"RP11-218M11.1"
"ENSG00000199065",29571,4.44677041297976e-10,"MIR101-2"
"ENSG00000286982",11771,4.45115483803818e-10,NA
"ENSG00000232736",22198,4.49125632830714e-10,"AC007551.2"
"ENSG00000229414",31989,4.52628020822445e-10,"KCNQ1-AS1"
"ENSG00000126778",43020,4.57925989604006e-10,"SIX1"
"ENSG00000271459",3928,4.58904027186516e-10,"RP4-560B9.6"
"ENSG00000229515",10381,4.62913154733024e-10,"FLT1P1"
"ENSG00000113790",12568,4.63136167042688e-10,"EHHADH"
"ENSG00000259368",44894,4.7070587256635e-10,"RP11-64K12.4"
"ENSG00000275101",46166,4.7070587256635e-10,"MIR6766"
"ENSG00000285587",37211,4.71027535558373e-10,NA
"ENSG00000249638",15673,4.71659634006538e-10,"CTD-2296D1.3"
"ENSG00000286248",40209,4.72668348921861e-10,NA
"ENSG00000200889",51323,4.76076671794852e-10,"RNU4-13P"
"ENSG00000240487",11354,4.76129335537517e-10,"RP11-553L6.3"
"ENSG00000283381",50297,4.77028230254126e-10,"RP11-118G23.4"
"ENSG00000212270",42465,4.7768740199972e-10,"SNORD37"
"ENSG00000244342",10797,4.82029869273323e-10,"LINC00698"
"ENSG00000224557",19478,4.86926731344599e-10,"HLA-DPB2"
"ENSG00000274898",41506,4.88006187796691e-10,"AC001226.7"
"ENSG00000255105",28896,4.88247923259309e-10,"RP11-5A11.1"
"ENSG00000230384",8484,4.88982746641969e-10,"RPSAP25"
"ENSG00000241739",16001,4.91952518432252e-10,"CTD-2290C23.2"
"ENSG00000249877",15493,4.9748448823141e-10,"RP11-706F1.2"
"ENSG00000230661",36328,5.01517950353017e-10,"YY1P1"
"ENSG00000246174",34093,5.08258655262111e-10,"KCTD21-AS1"
"ENSG00000199135",1902,5.09196552011778e-10,"MIR101-1"
"ENSG00000100784",43586,5.1274005736806e-10,"RPS6KA5"
"ENSG00000270699",7295,5.15722312083367e-10,"RP11-292K15.1"
"ENSG00000202174",7930,5.17850325525891e-10,"RNA5-8SP5"
"ENSG00000271447",50379,5.20493456116631e-10,"MMP28"
"ENSG00000262456",49144,5.23443535693326e-10,"RP1-59D14.1"
"ENSG00000252407",4192,5.24024203312206e-10,"RNU7-183P"
"ENSG00000247381",40833,5.2528063225761e-10,"PDX1-AS1"
"ENSG00000256287",38114,5.48287926807888e-10,"RP11-664H17.1"
"ENSG00000279326",23097,5.49901900196244e-10,"RP5-1136A10.1"
"ENSG00000249452",13382,5.58133419685748e-10,"RP11-638O6.1"
"ENSG00000244192",17375,5.58534145739034e-10,"RP11-114H7.1"
"ENSG00000221818",27600,5.59642491233782e-10,"EBF2"
"ENSG00000281392",11033,5.61878466958324e-10,"LINC00506"
"ENSG00000223131",35588,5.63639078745705e-10,"RNA5SP304"
"ENSG00000132383",49108,5.64746003569715e-10,"RPA1"
"ENSG00000287788",28025,5.67736695806642e-10,NA
"ENSG00000287309",35378,5.68411883096226e-10,NA
"ENSG00000188707",24407,5.73769747103338e-10,"ZBED6CL"
"ENSG00000138078",6216,5.78042766146568e-10,"PREPL"
"ENSG00000234491",8959,5.83890496657865e-10,"HNRNPA1P51"
"ENSG00000067560",10515,5.94143317954475e-10,"RHOA"
"ENSG00000227791",6534,6.00518562336297e-10,"AC007365.4"
"ENSG00000225570",8580,6.00874096909842e-10,"AC013733.4"
"ENSG00000231626",7367,6.02629321004741e-10,"AC013402.4"
"ENSG00000218350",20122,6.03242846512511e-10,"LYPLA1P3"
"ENSG00000274751",46599,6.13029987200992e-10,"LA16c-358B7.4"
"ENSG00000243426",51892,6.13825329186123e-10,"RN7SL454P"
"ENSG00000188916",37407,6.17048397313880e-10,"FAM196A"
"ENSG00000080200",11096,6.22069958976048e-10,"CRYBG3"
"ENSG00000230833",934,6.23600830148358e-10,"RPEP3"
"ENSG00000222465",30482,6.28397787227619e-10,"RNU2-5P"
"ENSG00000201957",12417,6.29508420164805e-10,"SNORA25"
"ENSG00000224288",8037,6.31236578362118e-10,"MTCYBP11"
"ENSG00000069943",45287,6.35608169860156e-10,"PIGB"
"ENSG00000248927",17254,6.4041668575951e-10,"CTD-2334D19.1"
"ENSG00000162039",46646,6.42989385907592e-10,"MEIOB"
"ENSG00000254130",18137,6.43560481572305e-10,"CTB-7E3.1"
"ENSG00000228681",9294,6.44780322519837e-10,"AC008072.1"
"ENSG00000252162",1762,6.44975861922443e-10,"RNU6-830P"
"ENSG00000204682",35552,6.50066055308834e-10,"CASC10"
"ENSG00000287517",22624,6.53404325230533e-10,NA
"ENSG00000117298",691,6.56534457679443e-10,"ECE1"
"ENSG00000178700",11071,6.59852993661484e-10,"DHFR2"
"ENSG00000236481",47387,6.64580831938335e-10,"AC002331.1"
"ENSG00000186803",29782,6.67913386959967e-10,"IFNA10"
"ENSG00000217385",18619,6.71627003658103e-10,"PSMC1P11"
"ENSG00000252821",22159,6.72042006909117e-10,"RNU6-388P"
"ENSG00000285578",18517,6.78404409151095e-10,NA
"ENSG00000286807",8609,6.83019322568584e-10,NA
"ENSG00000262869",49113,6.88013852344788e-10,"CTD-2545H1.1"
"ENSG00000207186",9651,6.98313386742927e-10,"RNA5SP122"
"ENSG00000263831",18174,7.02329795016946e-10,"MIR378E"
"ENSG00000175376",33633,7.05725423850912e-10,"EIF1AD"
"ENSG00000197323",2706,7.09001377140263e-10,"TRIM33"
"ENSG00000215263",6177,7.10656245875646e-10,"AC025750.7"
"ENSG00000236957",3535,7.11508245560905e-10,"RP11-451O13.1"
"ENSG00000284770",5162,7.15239791421995e-10,NA
"ENSG00000271967",20112,7.2142897327503e-10,"RP11-134K13.4"
"ENSG00000148803",37491,7.2240948163034e-10,"FUOM"
"ENSG00000270871",50383,7.22617295357291e-10,"AC015849.19"
"ENSG00000242661",37817,7.27105456297372e-10,"RPS3AP43"
"ENSG00000279746",40482,7.27105456297372e-10,"RP11-495K9.2"
"ENSG00000229661",25764,7.28739008030812e-10,"BUD31P2"
"ENSG00000260436",46730,7.3116961180703e-10,"RP11-20I23.7"
"ENSG00000230240",35745,7.32524614352378e-10,"RP11-241I20.1"
"ENSG00000261822",44989,7.32881312720152e-10,"RP11-265N6.2"
"ENSG00000231689",8642,7.35052424573056e-10,"LINC01090"
"ENSG00000111700",38122,7.39136320721392e-10,"SLCO1B3"
"ENSG00000200151",28633,7.39979636384642e-10,"RN7SKP231"
"ENSG00000108379",50953,7.4045228351239e-10,"WNT3"
"ENSG00000199790",13493,7.42701855936203e-10,"RNU6-836P"
"ENSG00000119801",5995,7.4450431183699e-10,"YPEL5"
"ENSG00000161955",49396,7.46421908764747e-10,"TNFSF13"
"ENSG00000189159",51729,7.48618525359348e-10,"HN1"
"ENSG00000246130",27543,7.48640625894611e-10,"RP11-875O11.2"
"ENSG00000117020",5301,7.54161652009521e-10,"AKT3"
"ENSG00000282164",29295,7.54888251605449e-10,"PEG13"
"ENSG00000206972",44660,7.55667208245928e-10,"RNU6-17P"
"ENSG00000254905",35066,7.62407364702506e-10,"RP11-712L6.7"
"ENSG00000286353",10698,7.62407364702506e-10,NA
"ENSG00000250838",51062,7.6604112616679e-10,"RP11-501C14.5"
"ENSG00000270997",23658,7.67297227709373e-10,"RP11-703P11.1"
"ENSG00000174460",26289,7.81077615073145e-10,"ZCCHC12"
"ENSG00000276620",20557,7.83755449477106e-10,"RP11-300D11.3"
"ENSG00000201518",26446,7.84665908109215e-10,"RNA5SP513"
"ENSG00000254397",32310,7.86038892501225e-10,"CTD-2371O3.2"
"ENSG00000213159",44020,7.88039982135857e-10,"CEND1P1"
"ENSG00000282740",580,7.88479592744396e-10,"RP5-1182A14.7"
"ENSG00000200391",45047,7.89823615037393e-10,"Y_RNA"
"ENSG00000199622",24746,7.8985015698545e-10,"RN7SKP20"
"ENSG00000240439",24903,7.91326382763341e-10,"RN7SL91P"
"ENSG00000082516",18002,7.91539134794815e-10,"GEMIN5"
"ENSG00000249639",17513,7.93983657661963e-10,"CTB-138E5.1"
"ENSG00000269949",13723,7.98625081515542e-10,"RP11-738E22.3"
"ENSG00000233723",6411,8.01054584540208e-10,"LINC01122"
"ENSG00000199220",40049,8.15065272125477e-10,"Y_RNA"
"ENSG00000224789",7666,8.16950871749543e-10,"AC012363.4"
"ENSG00000273920",45979,8.17982587832558e-10,"RP11-761I4.5"
"ENSG00000276075",48370,8.21259759752115e-10,"CTD-2012K14.8"
"ENSG00000143554",3323,8.22178321570156e-10,"SLC27A3"
"ENSG00000261174",45310,8.23165856072079e-10,"RP11-844G16.1"
"ENSG00000231332",20163,8.33033454750263e-10,"OOEP-AS1"
"ENSG00000196935",39163,8.37641820206115e-10,"SRGAP1"
"ENSG00000225133",41043,8.37641820206115e-10,"MORF4L1P4"
"ENSG00000182634",34965,8.43541496914881e-10,"OR10G7"
"ENSG00000265596",1237,8.46922276340075e-10,"MIR3659"
"ENSG00000238038",6055,8.4702107033654e-10,"ATP6V0E1P3"
"ENSG00000288068",45617,8.55086380184672e-10,NA
"ENSG00000235284",31573,8.6262415948949e-10,"SNORD62A"
"ENSG00000225451",22699,8.6282660822885e-10,"RP11-340I6.5"
"ENSG00000231383",12683,8.67000089851441e-10,"FGF12-AS1"
"ENSG00000226670",41538,8.70248325038375e-10,"BCAS2P3"
"ENSG00000215906",741,8.73119399886827e-10,"LACTBL1"
"ENSG00000279930",46612,8.78682752872014e-10,"LA16c-312E8.4"
"ENSG00000108479",51761,8.81203335698484e-10,"GALK1"
"ENSG00000197859",31633,8.81999400778711e-10,"ADAMTSL2"
"ENSG00000249277",13324,8.81999400778711e-10,"RP11-302F12.4"
"ENSG00000278274",974,8.91661251563119e-10,"SNORA61"
"ENSG00000254310",16714,9.0246257560967e-10,"CTD-2045M21.1"
"ENSG00000265215",9587,9.06824708305629e-10,"MIR4269"
"ENSG00000285907",30737,9.07887211646348e-10,NA
"ENSG00000269929",30836,9.12965596762437e-10,"RP11-2B6.2"
"ENSG00000274212",18800,9.21371580078722e-10,"RP11-401E14.3"
"ENSG00000227649",26059,9.25198451144951e-10,"MTND6P32"
"ENSG00000240005",13340,9.32440920843126e-10,"RP11-293A21.1"
"ENSG00000219039",23001,9.35867017845148e-10,"AC005102.1"
"ENSG00000272784",15363,9.35994500606197e-10,"RP11-335L23.5"
"ENSG00000227609",19177,9.38758812234704e-10,"TMEM183AP1"
"ENSG00000272374",19565,9.4251841568991e-10,"RP3-329A5.8"
"ENSG00000250900",18490,9.43276920251167e-10,"CTC-338M12.6"
"ENSG00000225221",41003,9.548342283458e-10,"PLA2G12AP2"
"ENSG00000164100",14559,9.57737629000125e-10,"NDST3"
"ENSG00000223962",8103,9.57950866759126e-10,"UBBP3"
"ENSG00000120705",17578,9.69845560438444e-10,"ETF1"
"ENSG00000287227",32585,9.79000557672118e-10,NA
"ENSG00000252688",7950,9.81207523143631e-10,"RNU6-579P"
"ENSG00000249215",17613,9.85093772129e-10,"AC138517.4"
"ENSG00000237003",2316,9.85894126864815e-10,"RP4-612C19.1"
"ENSG00000152495",17126,9.86906480654523e-10,"CAMK4"
"ENSG00000187961",64,9.8952366891363e-10,"KLHL17"
"ENSG00000184967",40522,9.93410145928636e-10,"NOC4L"
"ENSG00000198271",50630,9.96307952094296e-10,"KRTAP4-5"
"ENSG00000272049",15691,1.00821374914064e-09,"RP11-480D4.6"
"ENSG00000254775",28176,1.00858177863391e-09,"RP11-27P7.1"
"ENSG00000252695",40745,1.01020914445247e-09,"MIR2276"
"ENSG00000233953",6428,1.01408616241448e-09,"AC009970.1"
"ENSG00000253941",44221,1.01769098425907e-09,"IGHVII-51-2"
"ENSG00000109066",51707,1.01821106529687e-09,"TMEM104"
"ENSG00000116703",4208,1.01969567915341e-09,"PDC"
"ENSG00000255627",38144,1.02333586728743e-09,"RP11-547L9.1"
"ENSG00000224040",4137,1.02338452722235e-09,"HMGN1P4"
"ENSG00000261575",50941,1.02631368279666e-09,"RP11-259G18.1"
"ENSG00000284353",51278,1.02754053010928e-09,NA
"ENSG00000168852",41030,1.04077275612106e-09,"TPTE2P5"
"ENSG00000286344",37344,1.04443751125254e-09,NA
"ENSG00000239332",6261,1.04836297499088e-09,"LINC01119"
"ENSG00000266009",49917,1.05280129611636e-09,"RP11-746M1.2"
"ENSG00000275348",11479,1.05527194964438e-09,"RP11-592P9.3"
"ENSG00000262995",47233,1.06236308631729e-09,"CTD-2194A8.2"
"ENSG00000139291",39338,1.06573028556938e-09,"TMEM19"
"ENSG00000258511",43741,1.06941881410732e-09,"RP11-61O1.2"
"ENSG00000125457",51737,1.07264064357803e-09,"MIF4GD"
"ENSG00000249167",17208,1.07350560128602e-09,"CTB-118N6.2"
"ENSG00000119703",43354,1.0796826147022e-09,"ZC2HC1C"
"ENSG00000285975",27164,1.08189925361828e-09,NA
"ENSG00000155961",26988,1.08647919060367e-09,"RAB39B"
"ENSG00000287192",690,1.09153197359154e-09,NA
"ENSG00000099814",44041,1.10056824952068e-09,"CEP170B"
"ENSG00000207805",31966,1.10469082238233e-09,"MIR483"
"ENSG00000201511",11181,1.11677163507056e-09,"Y_RNA"
"ENSG00000130294",9624,1.11693826724904e-09,"KIF1A"
"ENSG00000271398",958,1.11747126799845e-09,"RP5-1092A3.5"
"ENSG00000213049",37850,1.11825724265448e-09,"HNRNPA1P34"
"ENSG00000089163",40162,1.11937161723958e-09,"SIRT4"
"ENSG00000274258",307,1.12398481017824e-09,"MIR6728"
"ENSG00000152904",5157,1.13237638859711e-09,"GGPS1"
"ENSG00000272393",23982,1.14362307145901e-09,"RNU6-92P"
"ENSG00000258430",44033,1.14790315983924e-09,"RP11-982M15.2"
"ENSG00000258073",39488,1.15361178899586e-09,"RP11-1079J22.1"
"ENSG00000235253",17432,1.15814191815977e-09,"AC010240.2"
"ENSG00000240286",9026,1.15852681528368e-09,"MEAF6P1"
"ENSG00000117461",1504,1.17104369567492e-09,"PIK3R3"
"ENSG00000211514",51308,1.17296901181035e-09,"MIR454"
"ENSG00000256340",47184,1.17387884317345e-09,"ABCC6P1"
"ENSG00000113282",18044,1.17500852270428e-09,"CLINT1"
"ENSG00000265392",249,1.17500852270428e-09,"MIR4252"
"ENSG00000266017",30362,1.18173931509891e-09,"MIR4477B"
"ENSG00000229977",24278,1.1833651073653e-09,"AC073264.10"
"ENSG00000270672",24210,1.19445078458486e-09,"MTRNR2L6"
"ENSG00000222543",35620,1.19604042313191e-09,"RN7SKP220"
"ENSG00000233479",7601,1.19604042313191e-09,"AC017074.1"
"ENSG00000270467",47790,1.19620138636367e-09,"IGHV3OR16-12"
"ENSG00000147894",29872,1.20103616841536e-09,"C9orf72"
"ENSG00000174705",18212,1.2100424909878e-09,"SH3PXD2B"
"ENSG00000143624",3320,1.22178521995351e-09,"INTS3"
"ENSG00000242087",39164,1.22363794725877e-09,"RPL36AP41"
"ENSG00000272536",36367,1.22792519699866e-09,"RN7SL840P"
"ENSG00000256071",40105,1.24225694315969e-09,"RP11-465L8.1"
"ENSG00000237263",41063,1.24477423216408e-09,"MAPK6PS3"
"ENSG00000231255",23132,1.25300667158332e-09,"AC005009.1"
"ENSG00000286955",29126,1.27359861271237e-09,NA
"ENSG00000066813",47236,1.27518582447963e-09,"ACSM2B"
"ENSG00000231564",4055,1.27546097675044e-09,"EIF4A1P11"
"ENSG00000226401",22694,1.2810530060265e-09,"RP5-965K10.3"
"ENSG00000287945",35806,1.29264561833995e-09,NA
"ENSG00000279320",11943,1.29471207621499e-09,"RP11-329N15.3"
"ENSG00000272386",51807,1.29906461385321e-09,"RP11-666A8.12"
"ENSG00000228577",8961,1.29913020702092e-09,"AC010731.2"
"ENSG00000197376",38579,1.30273788429286e-09,"OR8S1"
"ENSG00000213655",17287,1.30273788429286e-09,"CTD-2347I17.1"
"ENSG00000228429",22863,1.3043233418234e-09,"RP5-859M6.1"
"ENSG00000262730",49426,1.31123742005157e-09,"RP11-1099M24.7"
"ENSG00000266775",50170,1.31393274391923e-09,"RP11-218M11.6"
"ENSG00000206812",41475,1.31676225080233e-09,"RNU6-38P"
"ENSG00000281344",39780,1.31676225080233e-09,"HELLPAR"
"ENSG00000207408",25427,1.3206651403755e-09,"Y_RNA"
"ENSG00000278705",18957,1.32821494258104e-09,"HIST1H4B"
"ENSG00000198668",43573,1.33405540762319e-09,"CALM1"
"ENSG00000159516",3280,1.3380177587196e-09,"SPRR2G"
"ENSG00000136153",41485,1.3454744368747e-09,"LMO7"
"ENSG00000137880",44914,1.34675165311567e-09,"GCHFR"
"ENSG00000245904",39571,1.34898893044231e-09,"RP11-796E2.4"
"ENSG00000153292",19865,1.35017143336945e-09,"ADGRF1"
"ENSG00000255139",33265,1.35410147864202e-09,"AP000442.1"
"ENSG00000286736",17763,1.36074035790789e-09,NA
"ENSG00000113721",17914,1.38473865373693e-09,"PDGFRB"
"ENSG00000256462",35295,1.38843585995285e-09,"RP11-116G8.5"
"ENSG00000234634",49561,1.38856478563034e-09,"AC003664.1"
"ENSG00000280024",40397,1.39419008051015e-09,"RP11-367G12.1"
"ENSG00000254898",27838,1.39500754104986e-09,"RP11-513D5.2"
"ENSG00000187066",33553,1.39678075597445e-09,"TMEM262"
"ENSG00000139697",40285,1.3989956586144e-09,"SBNO1"
"ENSG00000239268",11387,1.4040124966127e-09,"RP11-384F7.2"
"ENSG00000004948",23226,1.40930322154259e-09,"CALCR"
"ENSG00000236179",462,1.40991810234881e-09,"PRAMEF35P"
"ENSG00000270882",3093,1.41308083867275e-09,"HIST2H4A"
"ENSG00000116996",5208,1.42293502879298e-09,"ZP4"
"ENSG00000287298",15233,1.42484625762213e-09,NA
"ENSG00000182376",48978,1.42562850309685e-09,"RP5-1142A6.8"
"ENSG00000171241",47907,1.43432427717915e-09,"SHCBP1"
"ENSG00000215187",30042,1.43432427717915e-09,"FAM166B"
"ENSG00000254088",28579,1.43537033333373e-09,"SLC2A3P4"
"ENSG00000131323",43956,1.43563161438324e-09,"TRAF3"
"ENSG00000156411",44007,1.43597448489832e-09,"C14orf2"
"ENSG00000267601",51901,1.43932938123873e-09,"RP11-323N12.5"
"ENSG00000286357",48099,1.44797508933285e-09,NA
"ENSG00000078900",198,1.45548023346419e-09,"TP73"
"ENSG00000078399",22029,1.46605492797816e-09,"HOXA9"
"ENSG00000183549",47232,1.47508069526427e-09,"ACSM5"
"ENSG00000166831",45503,1.48058342089279e-09,"RBPMS2"
"ENSG00000259003",42320,1.49026747385546e-09,"AE000662.92"
"ENSG00000221479",39684,1.49229996826397e-09,"MIR1251"
"ENSG00000184471",46580,1.49938124989934e-09,"C1QTNF8"
"ENSG00000196159",14656,1.50088593750357e-09,"FAT4"
"ENSG00000287207",11480,1.5173806631771e-09,NA
"ENSG00000198225",20054,1.51825808399787e-09,"FKBP1C"
"ENSG00000174516",33669,1.51895680227292e-09,"PELI3"
"ENSG00000252302",12385,1.53006403589055e-09,"RNA5SP147"
"ENSG00000207468",37261,1.53958912630935e-09,"SNORA19"
"ENSG00000285719",4593,1.53986993689896e-09,NA
"ENSG00000252691",847,1.54695348489014e-09,"SCARNA18"
"ENSG00000229982",23733,1.56977822534138e-09,"GTF3AP6"
"ENSG00000285694",18614,1.57005207101167e-09,NA
"ENSG00000263918",47076,1.57600967857553e-09,"MIR3670-1"
"ENSG00000185697",28271,1.59859824517886e-09,"MYBL1"
"ENSG00000111537",39260,1.59971858570684e-09,"IFNG"
"ENSG00000255350",34498,1.60206955706088e-09,"MTCO1P15"
"ENSG00000200680",44507,1.62353080945586e-09,"SNORD115-4"
"ENSG00000234015",18756,1.62479338792731e-09,"RP11-125M16.1"
"ENSG00000138814",14332,1.63516116726304e-09,"PPP3CA"
"ENSG00000226457",557,1.63516116726304e-09,"RP11-430L17.1"
"ENSG00000144713",9865,1.65139589216526e-09,"RPL32"
"ENSG00000249411",15294,1.67443302898784e-09,"RP11-391J13.1"
"ENSG00000231530",41062,1.69336301804072e-09,"RP11-187A9.3"
"ENSG00000234861",30256,1.69336301804072e-09,"ATP5A1P5"
"ENSG00000253552",22020,1.69336301804072e-09,"HOXA-AS2"
"ENSG00000165059",30465,1.6979885704345e-09,"PRKACG"
"ENSG00000238490",20573,1.6979885704345e-09,"Y_RNA"
"ENSG00000251724",16650,1.6979885704345e-09,"RNU7-175P"
"ENSG00000049860",16626,1.69808901387368e-09,"HEXB"
"ENSG00000229909",22580,1.70322723438374e-09,"TRIM60P16"
"ENSG00000186881",31038,1.7250709854369e-09,"OR13F1"
"ENSG00000186119",33056,1.73114887799299e-09,"OR5D18"
"ENSG00000260063",883,1.73482262140045e-09,"RP5-968P14.2"
"ENSG00000266210",1020,1.74141003473332e-09,"RN7SL371P"
"ENSG00000177535",5392,1.74364039468141e-09,"OR2B11"
"ENSG00000237457",4242,1.7457375570146e-09,"LINC01351"
"ENSG00000231597",9121,1.75578835148348e-09,"AC007557.4"
"ENSG00000213721",22309,1.76128963381115e-09,"HMGN2P30"
"ENSG00000274932",31341,1.77126901903734e-09,"MIR7150"
"ENSG00000222160",39869,1.79593124446331e-09,"Y_RNA"
"ENSG00000230430",13120,1.80077846398113e-09,"USP17L25"
"ENSG00000278455",5291,1.80605908498984e-09,"RP11-261C10.8"
"ENSG00000266555",21043,1.81629849838018e-09,"MIR3145"
"ENSG00000274295",28068,1.8413713147197e-09,"RP11-1081M5.3"
"ENSG00000138101",5869,1.84627663159639e-09,"DTNB"
"ENSG00000235778",27149,1.855220055528e-09,"AC130360.8"
"ENSG00000232735",25842,1.85678524839293e-09,"ATG4AP1"
"ENSG00000236484",3692,1.8675774841958e-09,"RRM2P2"
"ENSG00000068971",33540,1.8695659265165e-09,"PPP2R5B"
"ENSG00000287791",9352,1.87301009238558e-09,NA
"ENSG00000231270",26292,1.88790393709597e-09,"RP13-347D8.1"
"ENSG00000152256",8405,1.88898544317644e-09,"PDK1"
"ENSG00000238653",1890,1.91612049289509e-09,"RNU7-62P"
"ENSG00000283338",32901,1.91612049289509e-09,"RP11-125F14.2"
"ENSG00000183022",9373,1.9167181976432e-09,"TPM3P8"
"ENSG00000140807",48008,1.93146367445333e-09,"NKD1"
"ENSG00000272320",18585,1.93354315232381e-09,"RP11-506K6.4"
"ENSG00000251943",3945,1.93656418343496e-09,"RNU6-693P"
