"geneid","gene_index","padj","SYMBOL"
"ENSG00000130347",20544,0.00149841432615397,"RTN4IP1"
"ENSG00000215313",24785,0.00149841432615397,"RPL6P30"
"ENSG00000220867",21336,0.00149841432615397,"HSPE1P26"
"ENSG00000285671",35446,0.00149993453066186,NA
"ENSG00000238427",12198,0.0015013386439223,"RNU7-136P"
"ENSG00000283270",7003,0.0015013386439223,"AC096579.13"
"ENSG00000276411",5680,0.00150135031655263,"RP11-494G9.1"
"ENSG00000236541",33191,0.00150222418025963,"VN2R9P"
"ENSG00000274347",44274,0.00150222418025963,"RP11-1360M22.10"
"ENSG00000227293",6563,0.00150525188688717,"AC118345.1"
"ENSG00000263293",50974,0.00150726436657421,"THCAT158"
"ENSG00000163877",1206,0.00150764217823429,"SNIP1"
"ENSG00000102781",40875,0.00150947799948975,"KATNAL1"
"ENSG00000282033",7472,0.00151021084814245,"RP11-506F3.1"
"ENSG00000259245",44812,0.00151037120665964,"RP11-684B21.1"
"ENSG00000163440",13688,0.00151046232904126,"PDCL2"
"ENSG00000233096",10260,0.00151046232904126,"RP11-520A21.1"
"ENSG00000275502",41825,0.00151118711952132,"DAOA-AS1_2"
"ENSG00000227148",22657,0.0015143150040666,"RP11-196D18.1"
"ENSG00000174943",47528,0.0015147062980789,"KCTD13"
"ENSG00000253485",17734,0.00151495393495835,"PCDHGA5"
"ENSG00000172717",43135,0.00151566079285542,"FAM71D"
"ENSG00000201467",24800,0.00151616901532722,"SNORA16"
"ENSG00000115828",6097,0.0015164295952015,"QPCT"
"ENSG00000274901",26425,0.0015164295952015,"LL0XNC01-220B11.1"
"ENSG00000259874",47697,0.00151671340465502,"RP11-170L3.2"
"ENSG00000265303",51312,0.00151671340465502,"CTD-2510F5.6"
"ENSG00000220635",19995,0.00151859126749662,"KRASP1"
"ENSG00000222069",2472,0.00152277262707799,"RN7SKP285"
"ENSG00000230793",41106,0.00152325750481237,"SMARCE1P5"
"ENSG00000238764",24803,0.00152345279747324,"snoU13"
"ENSG00000146233",19855,0.00152430237966125,"CYP39A1"
"ENSG00000286312",41807,0.00152472261287164,NA
"ENSG00000249735",13860,0.00152761206750589,"RP11-468N14.12"
"ENSG00000236581",40930,0.00152765323657879,"STARD13-AS"
"ENSG00000220948",32959,0.0015279403023354,"TRIM51GP"
"ENSG00000250848",15536,0.00153143800520987,"CTD-2083E4.5"
"ENSG00000239791",47590,0.00153173029822886,"AC002310.7"
"ENSG00000286429",1869,0.00153422979721591,NA
"ENSG00000271440",19120,0.00153620022139572,"RP11-373N24.2"
"ENSG00000237181",21599,0.00153765208037135,"AC147651.4"
"ENSG00000217482",20989,0.00154109961288947,"HMGB1P17"
"ENSG00000184995",29804,0.00154217672513539,"IFNE"
"ENSG00000236638",22667,0.00154278657531645,"RP5-905H7.4"
"ENSG00000252929",21718,0.00154418967910357,"RNU6-218P"
"ENSG00000263218",51960,0.00154672340349314,"CTD-2561B21.7"
"ENSG00000265420",6934,0.00154672340349314,"MIR4779"
"ENSG00000274809",35258,0.00154854491904534,"MIR6078"
"ENSG00000258817",32994,0.00154875117401363,"OR4C13"
"ENSG00000174607",14526,0.00155128413189894,"UGT8"
"ENSG00000223715",12383,0.00155246058271014,"LINC01208"
"ENSG00000254927",32399,0.00155416267091889,"RP11-98J9.2"
"ENSG00000286000",26011,0.00155488199080143,NA
"ENSG00000226016",35669,0.00155524540818285,"RPL36AP55"
"ENSG00000283706",10402,0.00155622161593347,NA
"ENSG00000234572",6538,0.0015563699059833,"AC007880.1"
"ENSG00000154124",15786,0.00155693410677335,"OTULIN"
"ENSG00000198198",1405,0.00155869953776692,"SZT2"
"ENSG00000187944",8750,0.00156177620164746,"C2orf66"
"ENSG00000237568",2235,0.00156227116096227,"RP4-620F22.2"
"ENSG00000260600",48265,0.00156261782669602,"RP11-109D24.1"
"ENSG00000149187",32909,0.00156276857090849,"CELF1"
"ENSG00000256346",38027,0.00156572244680728,"RP11-72J9.1"
"ENSG00000254859",29385,0.00156872083532796,"RP11-661A12.5"
"ENSG00000252188",24063,0.00157100886409133,"SNORA40"
"ENSG00000234192",36678,0.00157170471857701,"RP11-57C13.5"
"ENSG00000275294",40816,0.00157182382608211,"RP11-428O18.6"
"ENSG00000164270",17870,0.00157413698942765,"HTR4"
"ENSG00000147160",25601,0.00157474126259896,"AWAT2"
"ENSG00000237714",17400,0.00157516116031461,"P4HA2-AS1"
"ENSG00000215356",27194,0.0015752264356894,"ZNF705B"
"ENSG00000231131",36125,0.00157662561152988,"LINC01468"
"ENSG00000211810",42230,0.00157967581726301,"TRAV29DV5"
"ENSG00000146083",18316,0.00158001650011276,"RNF44"
"ENSG00000241644",22122,0.00158070342600135,"INMT"
"ENSG00000122952",36146,0.0015821222553209,"ZWINT"
"ENSG00000226393",29790,0.00158247338817452,"IFNA20P"
"ENSG00000280367",34303,0.00158468276061095,"RP11-121L10.2"
"ENSG00000199849",3758,0.00158492417708551,"RNU5F-6P"
"ENSG00000087157",51887,0.00158570365336464,"PGS1"
"ENSG00000231226",19231,0.00158570365336464,"TRIM31-AS1"
"ENSG00000236791",18463,0.00158724020388108,"OR2AI1P"
"ENSG00000223179",17231,0.00158775402629001,"RNU6-373P"
"ENSG00000196862",7430,0.00158813997113851,"RGPD4"
"ENSG00000256546",40240,0.00159081719764277,"AC156455.1"
"ENSG00000248977",13474,0.00159106792929748,"RP11-395I6.1"
"ENSG00000128482",49821,0.00159121972076843,"RNF112"
"ENSG00000158411",7282,0.00159121972076843,"MITD1"
"ENSG00000107862",37012,0.00159219869076027,"GBF1"
"ENSG00000206826",25837,0.0015924818274401,"RNU6-974P"
"ENSG00000207039",3324,0.00159341734182871,"Y_RNA"
"ENSG00000226827",21804,0.00159463006793958,"NPM1P11"
"ENSG00000287103",2727,0.00159699367967231,NA
"ENSG00000279656",42350,0.00159827992934673,"RP11-298I3.6"
"ENSG00000160789",3461,0.00159885547287826,"LMNA"
"ENSG00000221988",19425,0.00159910719510592,"PPT2"
"ENSG00000249405",16240,0.00159910719510592,"RP11-317O24.1"
"ENSG00000213338",26959,0.00159919111765614,"ATF4P1"
"ENSG00000229309",41560,0.00159961964525037,"RP11-452B18.2"
"ENSG00000186777",12877,0.00160154215861453,"ZNF732"
"ENSG00000205625",21297,0.00160319258685314,"RP11-15G8.1"
"ENSG00000282879",22584,0.00160320362575808,"RP11-10F11.4"
"ENSG00000175634",33718,0.00160526812386093,"RPS6KB2"
"ENSG00000279719",45942,0.00160589691209736,"RP11-81A1.7"
"ENSG00000235979",49823,0.00160664810727488,"AC004448.5"
"ENSG00000182261",32268,0.00160750874092817,"NLRP10"
"ENSG00000196422",31677,0.00160916521296244,"PPP1R26"
"ENSG00000053770",42953,0.00161120821164311,"AP5M1"
"ENSG00000171450",9183,0.00161127276624374,"CDK5R2"
"ENSG00000258429",48470,0.00161137922849674,"PDF"
"ENSG00000204990",24123,0.0016115487844298,"RP5-842K16.1"
"ENSG00000278256",27086,0.0016115487844298,"RP11-29A2.1"
"ENSG00000108417",50658,0.00161188756976082,"KRT37"
"ENSG00000169255",12207,0.00161343258301639,"B3GALNT1"
"ENSG00000251372",14777,0.00161368472051412,"LINC00499"
"ENSG00000111796",37877,0.00161476626343869,"KLRB1"
"ENSG00000004455",1103,0.00161501487725011,"AK2"
"ENSG00000023697",38066,0.00161688394156639,"DERA"
"ENSG00000183431",1230,0.00161688394156639,"SF3A3"
"ENSG00000236928",22816,0.00161688394156639,"RP11-792A8.1"
"ENSG00000270118",47425,0.00161723018827096,"RP11-57A19.5"
"ENSG00000235254",26793,0.00161747311979744,"TMEM185AP1"
"ENSG00000254478",34816,0.00161859458479609,"RP11-158I9.1"
"ENSG00000250118",15977,0.00161887698437826,"RP11-136H13.2"
"ENSG00000236775",5368,0.00162040153083479,"RP11-551G24.3"
"ENSG00000236120",24653,0.0016204997082866,"RP11-733O18.1"
"ENSG00000234542",37345,0.0016217313196543,"RP11-282I1.2"
"ENSG00000271142",39408,0.00162222236482736,"YWHAQP7"
"ENSG00000279209",34310,0.00162399533769839,"RP11-678K21.2"
"ENSG00000214886",14293,0.00162418043251671,"FAM177A1P1"
"ENSG00000230499",7516,0.00162418043251671,"AC108463.1"
"ENSG00000259000",42719,0.00162418043251671,"DOCK11P1"
"ENSG00000277308",36879,0.00162418043251671,"Metazoa_SRP"
"ENSG00000277000",11153,0.00162569452064651,"DUSP12P1"
"ENSG00000261796",11645,0.00162691323340815,"ISY1-RAB43"
"ENSG00000259133",42939,0.00162703386751459,"RP11-1085N6.3"
"ENSG00000224478",21369,0.00162731274330158,"RP11-13P5.1"
"ENSG00000259011",44561,0.00162731274330158,"RP11-2C7.1"
"ENSG00000260784",44674,0.00162731274330158,"AC026150.6"
"ENSG00000274310",28094,0.00163104765059958,"RP11-53M11.5"
"ENSG00000177875",38559,0.00163217877328819,"CCDC184"
"ENSG00000286917",46321,0.00163301638647022,NA
"ENSG00000276023",50454,0.00163339988930252,"DUSP14"
"ENSG00000176754",4467,0.00163392039475714,"LINC00303"
"ENSG00000222652",20212,0.00163392039475714,"RNU6-248P"
"ENSG00000212553",41016,0.00163463427960866,"SNORD116"
"ENSG00000279399",36561,0.00163995784382901,"RP11-369J21.12"
"ENSG00000208022",39459,0.00164030885724961,"MIR618"
"ENSG00000235836",12769,0.00164191480091674,"AC124944.4"
"ENSG00000287023",35269,0.00164329499475618,NA
"ENSG00000225411",30359,0.00164364276774546,"RP11-764K9.1"
"ENSG00000241218",11231,0.00164414116383996,"RP11-446H18.1"
"ENSG00000168143",19998,0.00164636700165966,"FAM83B"
"ENSG00000273487",2286,0.00164636700165966,"RP4-621B10.8"
"ENSG00000234451",30328,0.00164638725643558,"RP11-211N8.6"
"ENSG00000204510",453,0.00164792985959699,"PRAMEF7"
"ENSG00000232387",31319,0.00164948039670876,"SKA2P1"
"ENSG00000149090",32728,0.00165199021891142,"PAMR1"
"ENSG00000287515",42031,0.00165280675664851,NA
"ENSG00000196810",12923,0.00165359416191841,"CTBP1-AS2"
"ENSG00000174501",7191,0.00165555733125795,"ANKRD36C"
"ENSG00000233555",30351,0.00165598940864803,"RP11-452D2.1"
"ENSG00000173141",40687,0.00165609160582669,"MRPL57"
"ENSG00000178605",24593,0.00165998929066605,"GTPBP6"
"ENSG00000236022",49810,0.00165998929066605,"RP11-160E2.16"
"ENSG00000258564",42059,0.00166386963500617,"OR4N1P"
"ENSG00000205867",31928,0.00166411157466812,"KRTAP5-2"
"ENSG00000112308",18909,0.00166488538072576,"C6orf62"
"ENSG00000207505",12604,0.00166602070036869,"RNU6-1105P"
"ENSG00000250494",28063,0.00166705446180556,"RP11-162D9.1"
"ENSG00000143797",5600,0.00166880796639571,"MBOAT2"
"ENSG00000048649",34072,0.00167110220866158,"RSF1"
"ENSG00000047634",24809,0.00167784159575345,"SCML1"
"ENSG00000088986",40174,0.00167808815142227,"DYNLL1"
"ENSG00000277258",50494,0.0016790706808206,"PCGF2"
"ENSG00000221662",625,0.001682629191365,"MIR1290"
"ENSG00000159921",30091,0.00168296033256598,"GNE"
"ENSG00000273971",48656,0.00168409194828663,"RP11-77K12.10"
"ENSG00000231164",26625,0.00169164868881406,"RPL7P56"
"ENSG00000128713",8469,0.0016918737561766,"HOXD11"
"ENSG00000213184",34929,0.0016918737561766,"RP11-335F8.2"
"ENSG00000271100",33470,0.0016918737561766,"RP11-697H9.5"
"ENSG00000228072",29941,0.00169269307471438,"RP11-255A11.2"
"ENSG00000159314",50906,0.00169340388017592,"ARHGAP27"
"ENSG00000165409",43463,0.00169616761601258,"TSHR"
"ENSG00000206589",45037,0.00169620683960172,"RNU6-354P"
"ENSG00000250685",48829,0.00169777300411942,"RP11-486L19.2"
"ENSG00000254864",32250,0.00169823613543413,"CTD-2516F10.4"
"ENSG00000221968",33363,0.00169883969310897,"FADS3"
"ENSG00000155275",13083,0.00169933617867625,"TRMT44"
"ENSG00000278874",15727,0.00170125162271821,"RP11-191F9.3"
"ENSG00000212316",30543,0.00170134788181357,"RNU6-1228P"
"ENSG00000241134",24433,0.00170149737536177,"BET1P1"
"ENSG00000253644",28836,0.00170284573818945,"KB-1930G5.3"
"ENSG00000237924",41675,0.00170300952535404,"RPL21P112"
"ENSG00000205116",115,0.00170309666643466,"TMEM88B"
"ENSG00000257845",42473,0.00170514172974387,"RP11-626P14.1"
"ENSG00000256626",37902,0.00170632627401509,"RP11-133L14.2"
"ENSG00000259590",46405,0.00170867299212552,"RP11-20G13.3"
"ENSG00000124391",48964,0.00171057435324099,"IL17C"
"ENSG00000211812",42236,0.00171057435324099,"TRAV26-2"
"ENSG00000250346",17855,0.00171452844456455,"EEF1GP2"
"ENSG00000212190",50192,0.00171619694776209,"RNU6-298P"
"ENSG00000136048",39770,0.00171629666171053,"DRAM1"
"ENSG00000189056",23539,0.00171747509217318,"RELN"
"ENSG00000188984",442,0.00171869948409531,"AADACL3"
"ENSG00000200520",14798,0.00172077902019743,"RNU6-1214P"
"ENSG00000223624",842,0.00172262326788936,"RP1-125I3.4"
"ENSG00000254440",21037,0.001723704763643,"PBOV1"
"ENSG00000207197",44479,0.00172726150258459,"SNORD116-12"
"ENSG00000258771",44333,0.00172726150258459,"BCAR1P2"
"ENSG00000134333",32483,0.00172808873812067,"LDHA"
"ENSG00000072422",36184,0.00173001146676944,"RHOBTB1"
"ENSG00000274105",38356,0.00173031566986473,"RP11-278C7.3"
"ENSG00000181827",45305,0.00173191388336044,"RFX7"
"ENSG00000231651",25623,0.00173208082341874,"DLG3-AS1"
"ENSG00000254364",28803,0.00173208082341874,"KB-1615E4.3"
"ENSG00000287125",48867,0.00173208082341874,NA
"ENSG00000216723",20699,0.00173343470150281,"NUDT19P3"
"ENSG00000255606",33800,0.0017335827140839,"AP000439.2"
"ENSG00000163518",3524,0.0017336785499661,"FCRL4"
"ENSG00000211937",44140,0.00173467103924446,"IGHV2-5"
"ENSG00000271931",20380,0.00173647158805755,"RP11-63L7.5"
"ENSG00000255517",33670,0.00174008670601807,"CTD-3074O7.5"
"ENSG00000137098",30068,0.00174359395176764,"SPAG8"
"ENSG00000263731",52020,0.00174514871669109,"RP11-498C9.15"
"ENSG00000229670",9027,0.00174689056134181,"PKP4P1"
"ENSG00000163581",12325,0.00174811649987131,"SLC2A2"
"ENSG00000184260",3103,0.0017495792649722,"HIST2H2AC"
"ENSG00000250575",30,0.00175024374868826,"RP4-669L17.8"
"ENSG00000135842",4173,0.00175278547767254,"FAM129A"
"ENSG00000282964",39788,0.00175451496714054,"RP11-438H24.2"
"ENSG00000202259",2419,0.00175477945643076,"RNU6-1318P"
"ENSG00000274022",25900,0.0017550496293466,"RP13-362E11.3"
"ENSG00000260526",14484,0.00175514081578161,"RP11-73K9.2"
"ENSG00000216629",19079,0.00175533697375277,"OR2W4P"
"ENSG00000256988",37651,0.00175605547678769,"RP11-234B24.4"
"ENSG00000224167",2674,0.00175645666369232,"RP3-522D1.1"
"ENSG00000265527",19582,0.00175663848105528,"MIR5690"
"ENSG00000125388",12971,0.00175683518213964,"GRK4"
"ENSG00000216649",25309,0.00175996873425564,"GAGE12E"
"ENSG00000228430",30611,0.00176132423489021,"RP11-15B24.5"
"ENSG00000285772",23198,0.00176441992327509,NA
"ENSG00000253303",44270,0.00176584302371299,"IGHVIII-82"
"ENSG00000181804",11919,0.00176645539295561,"SLC9A9"
"ENSG00000233008",2134,0.00176875560674282,"RP11-475O6.1"
"ENSG00000280068",18288,0.00176875663326444,"RP11-91H12.1"
"ENSG00000201329",27955,0.00177085332046182,"U3"
"ENSG00000257480",39542,0.00177317085396542,"MRPL2P1"
"ENSG00000237419",31826,0.00177362745268075,"RP11-885N19.6"
"ENSG00000279087",40338,0.00177362745268075,"RP11-83B20.10"
"ENSG00000259661",46244,0.00177365782964442,"AC068831.15"
"ENSG00000054356",9211,0.00177835580042098,"PTPRN"
"ENSG00000249621",17272,0.00177835580042098,"CTD-2544H17.1"
"ENSG00000274641",19073,0.00177850291252938,"HIST1H2BO"
"ENSG00000252264",27398,0.00177873319944859,"RNU7-153P"
"ENSG00000285785",51238,0.00177986047952536,NA
"ENSG00000218689",20873,0.00178122399571241,"RPL5P21"
"ENSG00000283349",25535,0.00178261120104374,"RP4-710L4.2"
"ENSG00000263932",12520,0.00178262535660178,"MIR4448"
"ENSG00000169490",27856,0.00178396671099628,"TM2D2"
"ENSG00000205861",40737,0.00178687922602132,"C1QTNF9B-AS1"
"ENSG00000118307",38183,0.00179076120097971,"CASC1"
"ENSG00000271484",42924,0.00179355277639595,"RP11-132J14.3"
"ENSG00000231991",29948,0.00179391642831212,"ANXA2P2"
"ENSG00000255332",34318,0.0017940660361444,"RP11-201M22.1"
"ENSG00000260471",48610,0.00179497415182261,"AC009120.8"
"ENSG00000181023",32168,0.00179536411811565,"OR56B1"
"ENSG00000022976",43944,0.00179777208430677,"ZNF839"
"ENSG00000258001",39045,0.00179818130308999,"RP11-756H6.1"
"ENSG00000275655",7236,0.00179921360047449,"RN7SL313P"
"ENSG00000248807",50637,0.00179941742914382,"KRTAP9-12P"
"ENSG00000256937",37855,0.00179941742914382,"KRT17P8"
"ENSG00000286096",26521,0.00179941742914382,NA
"ENSG00000229251",23124,0.00180122534413048,"HNRNPA1P8"
"ENSG00000226259",16545,0.00180182003731147,"GTF2H2B"
"ENSG00000110811",37720,0.00180238142393981,"P3H3"
"ENSG00000272197",17996,0.00180270855197824,"RN7SL803P"
"ENSG00000148399",31810,0.00180389728090708,"DPH7"
"ENSG00000158560",23272,0.00180505372857456,"DYNC1I1"
"ENSG00000165092",30517,0.00180663431428028,"ALDH1A1"
"ENSG00000214321",24802,0.00180891608433978,"CBX1P4"
"ENSG00000255648",38096,0.0018140571602479,"RP11-361I14.2"
"ENSG00000252049",35591,0.00181520861314958,"SNORA40"
"ENSG00000177023",27156,0.00182239455921111,"DEFB104B"
"ENSG00000164088",10633,0.0018225117066288,"PPM1M"
"ENSG00000174238",49093,0.0018225117066288,"PITPNA"
"ENSG00000202335",39950,0.0018225117066288,"SNORD50"
"ENSG00000260790",47302,0.0018225117066288,"RP11-21M24.2"
"ENSG00000197847",33571,0.00182312189535385,"SLC22A20"
"ENSG00000229235",35786,0.0018239071862607,"RP11-8L18.3"
"ENSG00000268803",13873,0.00182565377823516,"RP11-704M14.2"
"ENSG00000214510",17862,0.00182587412255509,"SPINK13"
"ENSG00000225386",10040,0.00182687973247059,"AC099754.1"
"ENSG00000156194",13997,0.00182706290580115,"PPEF2"
"ENSG00000266188",1677,0.00182816511004072,"MIR5095"
"ENSG00000184575",39180,0.00182884930537367,"XPOT"
"ENSG00000219384",19841,0.00183132224353715,"RP11-491H9.3"
"ENSG00000231167",23565,0.00183247013058227,"YBX1P2"
"ENSG00000196177",37336,0.00183341152529697,"ACADSB"
"ENSG00000228221",12395,0.00183354364145806,"LINC00578"
"ENSG00000225111",8999,0.00183852288449067,"AC083900.1"
"ENSG00000232734",36298,0.00183902651426116,"ATP5G1P7"
"ENSG00000170688",32264,0.00184523752837363,"OR5E1P"
"ENSG00000261247",44653,0.00184782913363112,"GOLGA8T"
"ENSG00000138834",46633,0.00185005729181303,"MAPK8IP3"
"ENSG00000272656",11838,0.00185113741969065,"RP11-219D15.3"
"ENSG00000223668",10229,0.00185200018979856,"EEF1A1P24"
"ENSG00000257784",38428,0.00185278614804268,"RP11-630C16.1"
"ENSG00000151665",6256,0.00185403690326143,"PIGF"
"ENSG00000188739",5153,0.00185427996022971,"RBM34"
"ENSG00000067191",50524,0.00185463854053171,"CACNB1"
"ENSG00000257863",39566,0.00185626856432802,"RP11-587P21.3"
"ENSG00000245849",44910,0.00185712163592963,"RAD51-AS1"
"ENSG00000237745",7433,0.00185723789013932,"AC009963.5"
"ENSG00000068781",6301,0.00185749521627548,"STON1-GTF2A1L"
"ENSG00000171944",32117,0.00185749521627548,"OR52A5"
"ENSG00000201308",7974,0.00185810306682742,"RNU6-512P"
"ENSG00000124370",6675,0.00185897804478095,"MCEE"
"ENSG00000153832",9357,0.00186107966410693,"FBXO36"
"ENSG00000128833",45257,0.00186201125890904,"MYO5C"
"ENSG00000096006",19901,0.00186269964569091,"CRISP3"
"ENSG00000135469",38985,0.00186413828199232,"COQ10A"
"ENSG00000288574",4107,0.00186511111183848,NA
"ENSG00000276963",30211,0.00186528010294483,"RP11-318K12.1"
"ENSG00000285632",27833,0.0018669346210694,NA
"ENSG00000225901",30595,0.00186771950275897,"MTND2P9"
"ENSG00000179542",26706,0.00187032767974133,"SLITRK4"
"ENSG00000275427",27041,0.00187490879623553,"CTD-2281E23.1"
"ENSG00000119457",31174,0.00187559175728122,"SLC46A2"
"ENSG00000211749",24208,0.00187564365548647,"TRBV23-1"
"ENSG00000230099",24182,0.00187651120694949,"TRBV5-4"
"ENSG00000189157",14009,0.00187771186616353,"FAM47E"
"ENSG00000205971",21632,0.0018781945089284,"AC074389.6"
"ENSG00000257563",47174,0.0018781945089284,"MIR3180-3"
"ENSG00000227714",41689,0.00187942776907241,"MTND6P18"
"ENSG00000138772",14052,0.00188275131834724,"ANXA3"
"ENSG00000163092",8322,0.00188317104320932,"XIRP2"
"ENSG00000178573",48735,0.00188317104320932,"MAF"
"ENSG00000282924",47787,0.00188392681439646,"RP11-104C4.6"
"ENSG00000277223",39331,0.00188428081153097,"RP11-578B16.1"
"ENSG00000257519",40058,0.00188437501175606,"RP11-116D17.2"
"ENSG00000253122",28966,0.00188529493257431,"RP11-238I10.1"
"ENSG00000139926",42839,0.00188624850187798,"FRMD6"
"ENSG00000230645",8120,0.0018874556761219,"AC016682.1"
"ENSG00000232110",36716,0.00188937339430593,"RP11-149I23.3"
"ENSG00000201658",19322,0.00188959842757773,"RNU6-283P"
"ENSG00000277306",8024,0.00188959842757773,"uc_338"
"ENSG00000202190",36179,0.00189017160703335,"Y_RNA"
"ENSG00000183048",52011,0.00189162699826533,"SLC25A10"
"ENSG00000212302",42329,0.0018925535997451,"SNORD41"
"ENSG00000252414",6530,0.0018927973679932,"RNU6-100P"
"ENSG00000131507",17776,0.00189398148642945,"NDFIP1"
"ENSG00000245330",29038,0.00189398148642945,"KB-1471A8.1"
"ENSG00000267065",51831,0.00189495470577587,"CTD-2246P4.1"
"ENSG00000241187",17997,0.0018971887268312,"CTC-209L16.1"
"ENSG00000233837",35884,0.00189958719553088,"EIF3LP2"
"ENSG00000254339",28988,0.00190170564505502,"RP11-267L5.1"
"ENSG00000236360",1680,0.0019020523175606,"RP11-334A14.2"
"ENSG00000213050",23706,0.0019033251940607,"TPM3P1"
"ENSG00000202469",24704,0.00190354927442627,"Y_RNA"
"ENSG00000254230",27525,0.00190428473030078,"RP11-582J16.3"
"ENSG00000257169",39671,0.00190692563055324,"RP11-117N2.2"
"ENSG00000287520",14545,0.00190960671154113,NA
"ENSG00000258485",43025,0.00191089239012871,"SRMP2"
"ENSG00000167359",32147,0.00191391882394485,"OR51I1"
"ENSG00000248192",16784,0.00191391882394485,"ATG10-AS1"
"ENSG00000272982",2618,0.00191391882394485,"RP5-1180E21.4"
"ENSG00000259883",44968,0.00191667241402194,"EHD4-AS1"
"ENSG00000213252",34543,0.00191795955047288,"RP11-819M15.1"
"ENSG00000172199",33102,0.00191885547104963,"OR8U1"
"ENSG00000188316",37225,0.001921009425185,"ENO4"
"ENSG00000133256",12892,0.001922559836449,"PDE6B"
"ENSG00000251224",10112,0.00192899545447609,"CNOT10-AS1"
"ENSG00000272335",16228,0.0019297128077873,"RP11-53O19.3"
"ENSG00000174851",33651,0.00193149618848665,"YIF1A"
"ENSG00000254398",44616,0.00193170664728301,"RP11-578F21.2"
"ENSG00000214643",19905,0.00193249456707044,"DEFB133"
"ENSG00000228275",26008,0.0019377985513798,"ARMCX3-AS1"
"ENSG00000248984",14236,0.00193983818260514,"AC004054.1"
"ENSG00000090530",12655,0.00194059181740927,"P3H2"
"ENSG00000236383",50780,0.00194191562973741,"LINC00854"
"ENSG00000124915",33355,0.0019430654276919,"DKFZP434K028"
"ENSG00000262623",51231,0.00194587600878282,"RP5-1107A17.2"
"ENSG00000217165",19665,0.00194637940107486,"ANKRD18EP"
"ENSG00000244561",11266,0.0019470184214243,"RP11-702L6.1"
"ENSG00000133104",40963,0.00194756125807523,"SPG20"
"ENSG00000143633",5071,0.00194783705507533,"C1orf131"
"ENSG00000230403",40898,0.00195034140651894,"LINC01066"
"ENSG00000023287",28059,0.00195723956713987,"RB1CC1"
"ENSG00000243321",12013,0.00195872670870053,"RP11-167H9.3"
"ENSG00000215120",25654,0.00195953630077354,"AL590763.5"
"ENSG00000271897",18742,0.00195953630077354,"RP11-679B17.2"
"ENSG00000184992",40347,0.00196070811371405,"BRI3BP"
"ENSG00000228734",1860,0.00196189066009405,"RP11-335E6.3"
"ENSG00000125618",7582,0.00196340205551273,"PAX8"
"ENSG00000187775",51889,0.00196479056741453,"DNAH17"
"ENSG00000182950",45821,0.00196626032502833,"ODF3L1"
"ENSG00000270765",50378,0.00196671260287404,"GAS2L2"
"ENSG00000234170",35232,0.00196696705768774,"RP11-446F3.2"
"ENSG00000189233",27647,0.00197305850248659,"NUGGC"
"ENSG00000116151",156,0.00197431688610142,"MORN1"
"ENSG00000025796",20563,0.00197479109376793,"SEC63"
"ENSG00000137693",34460,0.00197494843614224,"YAP1"
"ENSG00000271180",42911,0.00197511304898566,"RP11-665C16.8"
"ENSG00000163655",12115,0.0019755969567723,"GMPS"
"ENSG00000230356",22180,0.0019755969567723,"NCAPD2P1"
"ENSG00000138180",36798,0.00197654580948146,"CEP55"
"ENSG00000271841",9959,0.00197654580948146,"RNU7-10P"
"ENSG00000115884",5776,0.00197663732294941,"SDC1"
"ENSG00000109511",15205,0.00197713636691942,"ANXA10"
"ENSG00000181803",42117,0.00198047199002501,"OR6S1"
"ENSG00000272808",46440,0.00198491818790819,"RP11-66B24.7"
"ENSG00000116514",1098,0.00198801728511866,"RNF19B"
"ENSG00000250115",29365,0.00198886322030858,"AK3P2"
"ENSG00000276972",40061,0.00199048999562996,"RP11-116D17.5"
"ENSG00000183643",46276,0.00199177512007637,"C15orf32"
"ENSG00000226179",24594,0.00199195987771633,"LINC00685"
"ENSG00000254103",28160,0.00199565899012889,"RP11-114M5.3"
"ENSG00000149923",47541,0.00199615257430338,"PPP4C"
"ENSG00000240571",23921,0.00199618464740211,"RP11-775D22.3"
"ENSG00000250410",15424,0.00199618464740211,"RP11-714G18.1"
"ENSG00000242850",39502,0.00199699359400606,"RPL23AP68"
"ENSG00000164530",19623,0.00199930508390528,"PI16"
"ENSG00000186244",51080,0.00200012552758814,"RP11-1079K10.1"
"ENSG00000237992",5761,0.00200425012890357,"AC010096.2"
"ENSG00000273650",50744,0.00200425012890357,"CTD-3193K9.11"
"ENSG00000251003",28914,0.00200533881279792,"ZFPM2-AS1"
"ENSG00000286007",49382,0.00200639950277112,NA
"ENSG00000269189",41722,0.00200758577364512,"RP11-573N10.1"
"ENSG00000236172",5567,0.00200801615394754,"MIR7515HG"
"ENSG00000286795",36779,0.00200816239035865,NA
"ENSG00000200997",51294,0.0020124526326798,"RNU1-85P"
"ENSG00000255358",35124,0.00201271050587222,"RP11-567O18.1"
"ENSG00000287282",3865,0.00201565762402014,NA
"ENSG00000275588",6535,0.00201709332970849,"RN7SL341P"
"ENSG00000030066",32923,0.00201716771853215,"NUP160"
"ENSG00000213650",22575,0.00201745662249771,"RP11-760D2.7"
"ENSG00000255063",34132,0.00202363771184042,"RP11-718B12.1"
"ENSG00000173714",51158,0.00202377140469944,"WFIKKN2"
"ENSG00000218428",20715,0.00202377140469944,"NIP7P3"
"ENSG00000203437",38312,0.00202597543192824,"RP11-820K3.3"
"ENSG00000006652",23645,0.0020262206249905,"IFRD1"
